2025-07-13 22:16:04,053 | __main__ | INFO | Starting TCAP v3 Automated Trading System
2025-07-13 22:21:15,056 | market_scanner | INFO | Retrieved 24 latest candidates
2025-07-13 22:21:15,056 | __main__ | INFO | Processing 24 market candidates...
2025-07-13 22:21:17,833 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:21:17,833 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:21:32,834 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:21:32,835 | market_scanner | INFO | Starting market scan #20
2025-07-13 22:21:32,971 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:21:33,100 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:21:33,102 | market_scanner | INFO | Scan #20 completed in 0.27s
2025-07-13 22:21:33,102 | market_scanner | INFO | Scanned 487 pairs, 24 candidates found
2025-07-13 22:21:33,102 | market_scanner | INFO | Top candidates:
2025-07-13 22:21:33,102 | market_scanner | INFO |    1. AINUSDT: +37.6% (Vol: $204.8M)
2025-07-13 22:21:33,102 | market_scanner | INFO |    2. PENGUUSDT: +25.7% (Vol: $834.1M)
2025-07-13 22:21:33,103 | market_scanner | INFO |    3. AUCTIONUSDT: +24.1% (Vol: $484.3M)
2025-07-13 22:21:33,103 | market_scanner | INFO |    4. MAVIAUSDT: +23.1% (Vol: $17.5M)
2025-07-13 22:21:33,103 | market_scanner | INFO |    5. HBARUSDT: +22.8% (Vol: $479.5M)
2025-07-13 22:21:33,103 | market_scanner | INFO | Retrieved 24 latest candidates
2025-07-13 22:21:33,103 | __main__ | INFO | Processing 24 market candidates...
2025-07-13 22:21:35,894 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:21:35,895 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:21:50,897 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:21:50,898 | market_scanner | INFO | Starting market scan #21
2025-07-13 22:21:51,034 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:21:51,163 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:21:51,165 | market_scanner | INFO | Scan #21 completed in 0.27s
2025-07-13 22:21:51,165 | market_scanner | INFO | Scanned 487 pairs, 25 candidates found
2025-07-13 22:21:51,165 | market_scanner | INFO | Top candidates:
2025-07-13 22:21:51,165 | market_scanner | INFO |    1. AINUSDT: +37.5% (Vol: $204.9M)
2025-07-13 22:21:51,165 | market_scanner | INFO |    2. PENGUUSDT: +25.6% (Vol: $834.3M)
2025-07-13 22:21:51,165 | market_scanner | INFO |    3. AUCTIONUSDT: +24.2% (Vol: $484.3M)
2025-07-13 22:21:51,166 | market_scanner | INFO |    4. MAVIAUSDT: +23.8% (Vol: $17.6M)
2025-07-13 22:21:51,166 | market_scanner | INFO |    5. HBARUSDT: +23.3% (Vol: $479.7M)
2025-07-13 22:21:51,166 | market_scanner | INFO | Retrieved 25 latest candidates
2025-07-13 22:21:51,166 | __main__ | INFO | Processing 25 market candidates...
2025-07-13 22:21:54,084 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:21:54,085 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:22:09,089 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:22:09,089 | market_scanner | INFO | Starting market scan #22
2025-07-13 22:22:09,226 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:22:09,356 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:22:09,357 | market_scanner | INFO | Scan #22 completed in 0.27s
2025-07-13 22:22:09,357 | market_scanner | INFO | Scanned 487 pairs, 26 candidates found
2025-07-13 22:22:09,358 | market_scanner | INFO | Top candidates:
2025-07-13 22:22:09,358 | market_scanner | INFO |    1. AINUSDT: +37.7% (Vol: $204.8M)
2025-07-13 22:22:09,358 | market_scanner | INFO |    2. PENGUUSDT: +25.4% (Vol: $832.9M)
2025-07-13 22:22:09,358 | market_scanner | INFO |    3. AUCTIONUSDT: +23.8% (Vol: $484.4M)
2025-07-13 22:22:09,358 | market_scanner | INFO |    4. MAVIAUSDT: +22.8% (Vol: $17.6M)
2025-07-13 22:22:09,358 | market_scanner | INFO |    5. HBARUSDT: +22.8% (Vol: $480.0M)
2025-07-13 22:22:09,359 | market_scanner | INFO | Retrieved 26 latest candidates
2025-07-13 22:22:09,359 | __main__ | INFO | Processing 26 market candidates...
2025-07-13 22:22:12,381 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:22:12,381 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:22:27,383 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:22:27,384 | market_scanner | INFO | Starting market scan #23
2025-07-13 22:22:27,516 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:22:27,645 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:22:27,647 | market_scanner | INFO | Scan #23 completed in 0.26s
2025-07-13 22:22:27,647 | market_scanner | INFO | Scanned 487 pairs, 26 candidates found
2025-07-13 22:22:27,647 | market_scanner | INFO | Top candidates:
2025-07-13 22:22:27,647 | market_scanner | INFO |    1. AINUSDT: +38.8% (Vol: $205.0M)
2025-07-13 22:22:27,648 | market_scanner | INFO |    2. PENGUUSDT: +25.6% (Vol: $833.8M)
2025-07-13 22:22:27,648 | market_scanner | INFO |    3. AUCTIONUSDT: +23.8% (Vol: $484.5M)
2025-07-13 22:22:27,648 | market_scanner | INFO |    4. MAVIAUSDT: +22.8% (Vol: $17.6M)
2025-07-13 22:22:27,648 | market_scanner | INFO |    5. HBARUSDT: +22.7% (Vol: $480.2M)
2025-07-13 22:22:27,648 | market_scanner | INFO | Retrieved 26 latest candidates
2025-07-13 22:22:27,648 | __main__ | INFO | Processing 26 market candidates...
2025-07-13 22:22:30,670 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:22:30,670 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:22:45,680 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:22:45,681 | market_scanner | INFO | Starting market scan #24
2025-07-13 22:22:45,817 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:22:45,945 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:22:45,947 | market_scanner | INFO | Scan #24 completed in 0.27s
2025-07-13 22:22:45,947 | market_scanner | INFO | Scanned 487 pairs, 24 candidates found
2025-07-13 22:22:45,947 | market_scanner | INFO | Top candidates:
2025-07-13 22:22:45,948 | market_scanner | INFO |    1. AINUSDT: +38.8% (Vol: $205.1M)
2025-07-13 22:22:45,948 | market_scanner | INFO |    2. PENGUUSDT: +25.9% (Vol: $834.1M)
2025-07-13 22:22:45,948 | market_scanner | INFO |    3. AUCTIONUSDT: +23.9% (Vol: $484.6M)
2025-07-13 22:22:45,948 | market_scanner | INFO |    4. HBARUSDT: +22.9% (Vol: $480.4M)
2025-07-13 22:22:45,948 | market_scanner | INFO |    5. MAVIAUSDT: +22.9% (Vol: $17.7M)
2025-07-13 22:22:45,949 | market_scanner | INFO | Retrieved 24 latest candidates
2025-07-13 22:22:45,949 | __main__ | INFO | Processing 24 market candidates...
2025-07-13 22:22:48,769 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:22:48,769 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:23:03,774 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:23:03,775 | market_scanner | INFO | Starting market scan #25
2025-07-13 22:23:03,909 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:23:04,155 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:23:04,157 | market_scanner | INFO | Scan #25 completed in 0.38s
2025-07-13 22:23:04,157 | market_scanner | INFO | Scanned 487 pairs, 24 candidates found
2025-07-13 22:23:04,157 | market_scanner | INFO | Top candidates:
2025-07-13 22:23:04,158 | market_scanner | INFO |    1. AINUSDT: +38.7% (Vol: $205.1M)
2025-07-13 22:23:04,158 | market_scanner | INFO |    2. PENGUUSDT: +26.4% (Vol: $835.2M)
2025-07-13 22:23:04,158 | market_scanner | INFO |    3. AUCTIONUSDT: +24.0% (Vol: $484.7M)
2025-07-13 22:23:04,158 | market_scanner | INFO |    4. HBARUSDT: +23.0% (Vol: $481.1M)
2025-07-13 22:23:04,158 | market_scanner | INFO |    5. MAVIAUSDT: +22.8% (Vol: $17.7M)
2025-07-13 22:23:04,158 | market_scanner | INFO | Retrieved 24 latest candidates
2025-07-13 22:23:04,159 | __main__ | INFO | Processing 24 market candidates...
2025-07-13 22:23:06,962 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:23:06,962 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:23:21,972 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:23:21,973 | market_scanner | INFO | Starting market scan #26
2025-07-13 22:23:22,111 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:23:22,242 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:23:22,244 | market_scanner | INFO | Scan #26 completed in 0.27s
2025-07-13 22:23:22,244 | market_scanner | INFO | Scanned 487 pairs, 25 candidates found
2025-07-13 22:23:22,244 | market_scanner | INFO | Top candidates:
2025-07-13 22:23:22,245 | market_scanner | INFO |    1. AINUSDT: +40.2% (Vol: $205.2M)
2025-07-13 22:23:22,245 | market_scanner | INFO |    2. PENGUUSDT: +26.2% (Vol: $835.8M)
2025-07-13 22:23:22,245 | market_scanner | INFO |    3. AUCTIONUSDT: +24.2% (Vol: $484.7M)
2025-07-13 22:23:22,245 | market_scanner | INFO |    4. HBARUSDT: +22.9% (Vol: $481.9M)
2025-07-13 22:23:22,245 | market_scanner | INFO |    5. MAVIAUSDT: +22.7% (Vol: $17.7M)
2025-07-13 22:23:22,246 | market_scanner | INFO | Retrieved 25 latest candidates
2025-07-13 22:23:22,246 | __main__ | INFO | Processing 25 market candidates...
2025-07-13 22:23:25,166 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:23:25,167 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:23:40,177 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:23:40,178 | market_scanner | INFO | Starting market scan #27
2025-07-13 22:23:40,320 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:23:40,450 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:23:40,452 | market_scanner | INFO | Scan #27 completed in 0.27s
2025-07-13 22:23:40,452 | market_scanner | INFO | Scanned 487 pairs, 25 candidates found
2025-07-13 22:23:40,452 | market_scanner | INFO | Top candidates:
2025-07-13 22:23:40,453 | market_scanner | INFO |    1. AINUSDT: +40.2% (Vol: $205.3M)
2025-07-13 22:23:40,453 | market_scanner | INFO |    2. PENGUUSDT: +26.7% (Vol: $838.3M)
2025-07-13 22:23:40,453 | market_scanner | INFO |    3. AUCTIONUSDT: +24.4% (Vol: $484.8M)
2025-07-13 22:23:40,453 | market_scanner | INFO |    4. HBARUSDT: +22.8% (Vol: $482.2M)
2025-07-13 22:23:40,453 | market_scanner | INFO |    5. MAVIAUSDT: +22.6% (Vol: $17.7M)
2025-07-13 22:23:40,454 | market_scanner | INFO | Retrieved 25 latest candidates
2025-07-13 22:23:40,454 | __main__ | INFO | Processing 25 market candidates...
2025-07-13 22:23:43,355 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:23:43,355 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:23:58,359 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:23:58,360 | market_scanner | INFO | Starting market scan #28
2025-07-13 22:23:58,496 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:23:58,624 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:23:58,626 | market_scanner | INFO | Scan #28 completed in 0.27s
2025-07-13 22:23:58,626 | market_scanner | INFO | Scanned 487 pairs, 24 candidates found
2025-07-13 22:23:58,626 | market_scanner | INFO | Top candidates:
2025-07-13 22:23:58,626 | market_scanner | INFO |    1. AINUSDT: +40.5% (Vol: $205.4M)
2025-07-13 22:23:58,627 | market_scanner | INFO |    2. PENGUUSDT: +26.5% (Vol: $838.7M)
2025-07-13 22:23:58,627 | market_scanner | INFO |    3. AUCTIONUSDT: +24.4% (Vol: $484.8M)
2025-07-13 22:23:58,627 | market_scanner | INFO |    4. MAVIAUSDT: +23.3% (Vol: $17.7M)
2025-07-13 22:23:58,627 | market_scanner | INFO |    5. HBARUSDT: +22.9% (Vol: $482.3M)
2025-07-13 22:23:58,628 | market_scanner | INFO | Retrieved 24 latest candidates
2025-07-13 22:23:58,628 | __main__ | INFO | Processing 24 market candidates...
2025-07-13 22:24:01,686 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:24:01,687 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:24:16,694 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:24:16,695 | market_scanner | INFO | Starting market scan #29
2025-07-13 22:24:16,832 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:24:16,963 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:24:16,965 | market_scanner | INFO | Scan #29 completed in 0.27s
2025-07-13 22:24:16,965 | market_scanner | INFO | Scanned 487 pairs, 25 candidates found
2025-07-13 22:24:16,965 | market_scanner | INFO | Top candidates:
2025-07-13 22:24:16,965 | market_scanner | INFO |    1. AINUSDT: +42.6% (Vol: $205.6M)
2025-07-13 22:24:16,965 | market_scanner | INFO |    2. PENGUUSDT: +28.4% (Vol: $845.0M)
2025-07-13 22:24:16,966 | market_scanner | INFO |    3. AUCTIONUSDT: +24.6% (Vol: $484.9M)
2025-07-13 22:24:16,966 | market_scanner | INFO |    4. MAVIAUSDT: +23.1% (Vol: $17.7M)
2025-07-13 22:24:16,966 | market_scanner | INFO |    5. HBARUSDT: +22.6% (Vol: $483.1M)
2025-07-13 22:24:16,966 | market_scanner | INFO | Retrieved 25 latest candidates
2025-07-13 22:24:16,966 | __main__ | INFO | Processing 25 market candidates...
2025-07-13 22:24:19,881 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:24:19,881 | __main__ | INFO | Continuous update cycle completed
2025-07-13 22:24:34,891 | __main__ | INFO | Auto-updating trading system...
2025-07-13 22:24:34,892 | market_scanner | INFO | Starting market scan #30
2025-07-13 22:24:35,026 | market_scanner | INFO | Found 449 active USDT futures pairs
2025-07-13 22:24:35,156 | market_scanner | INFO | Retrieved ticker data for 526 symbols
2025-07-13 22:24:35,157 | market_scanner | INFO | Scan #30 completed in 0.27s
2025-07-13 22:24:35,158 | market_scanner | INFO | Scanned 487 pairs, 24 candidates found
2025-07-13 22:24:35,158 | market_scanner | INFO | Top candidates:
2025-07-13 22:24:35,158 | market_scanner | INFO |    1. AINUSDT: +44.9% (Vol: $206.5M)
2025-07-13 22:24:35,158 | market_scanner | INFO |    2. PENGUUSDT: +29.7% (Vol: $846.8M)
2025-07-13 22:24:35,158 | market_scanner | INFO |    3. AUCTIONUSDT: +24.6% (Vol: $484.9M)
2025-07-13 22:24:35,158 | market_scanner | INFO |    4. MAVIAUSDT: +23.4% (Vol: $17.7M)
2025-07-13 22:24:35,158 | market_scanner | INFO |    5. HBARUSDT: +21.9% (Vol: $484.0M)
2025-07-13 22:24:35,159 | market_scanner | INFO | Retrieved 24 latest candidates
2025-07-13 22:24:35,159 | __main__ | INFO | Processing 24 market candidates...
2025-07-13 22:24:38,202 | __main__ | INFO | Generated 0 high-quality signals (>=58% confidence)
2025-07-13 22:24:38,202 | __main__ | INFO | Continuous update cycle completed
